source,dataset_type,name,category,types,average_rating,review_count,price_level_raw,price_range,latitude,longitude,address,description,url,website,google_place_id,sample_reviews,sample_review_ratings,serves_breakfast,serves_lunch,serves_dinner,serves_coffee,serves_dessert,serves_vegetarian_food,serves_beer,serves_wine,takeout,dine_in,delivery,outdoor_seating,search_query
Google Places,poi,Fort San Pedro,,"tourist_attraction, museum, point_of_interest, establishment",4.2,7863,,,10.292456999999999,123.905636,"7WR4+X7J, A. Pigafetta Street, Cebu City, 6000 Cebu, Philippines","Remains of a triangular stone Spanish fortress, dating to 1738, today housing a garden & museum.",https://maps.google.com/?cid=14806423460367083778&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,,ChIJiYix3uCbqTMRAqkwfbD7es0,"author=Manny Yu; rating=4; time=2026-02-27T21:31:52.090912133Z; relative=a month ago; text=The original Fort San  Pedro was made of wood and built after the arrival of Legazpi and his expedition.

In the early 17th century a stone fort was built to repel Muslim raiders. Today's structure dates from 1738 and is the oldest triangular bastion fort in the country.

The fort is small but an important historical site right in the heart of Cebu City.

It is well-preserved and offers a glimpse into the Spanish colonial era, with a Gallery the sells art works, a section  featuring Cebu delicacies and souvenirs and at the start of the steps is an alcove with visually impaired musicians serenading visitors.

The garden inside is peaceful, and you can walk along the top of the walls for a nice view of the plaza and waterfront.

Entrance is P30 and we were able to explore the place 30 minutes. || author=Jorgen Frohlich; rating=4; time=2026-03-03T12:26:52.124295332Z; relative=a month ago; text=It’s ok for an easy quick tour.
Not much to see beside old walls and rusty guns.
The entry is very cheap.
There was an art exhibition as well. I liked that there was no crowd and no waiting || author=Jon A; rating=4; time=2026-01-26T01:45:24.227828784Z; relative=3 months ago; text=Was a nice view into the history of Cebu City and how it started as a Spanish Colonial site.   Not a large structure so half a day at most to walk around and appreciate the site.  There was a music video being shot while i was there and a group of students doing a reenactment.  Was interesting to get to see  both happen. As a foreigner i belive it was either 30 or 50 pesos to enter. They have drink and food shops inside.  Nice benches to sit and view the area || author=David Shepherd; rating=4; time=2026-02-24T07:12:52.753980488Z; relative=2 months ago; text=A very small Spanish fortress, built from stone and triangular shaped. It offers a quiet and tranquil space within which to stroll and observe some history from the 1500s.
There is a 30 peso entrance fee, although some have said it it free. You do have to pay the admission fee.
There is a shop inside the fort and also toilets, which are free. || author=dmitry.ʎɹʇᴉɯp; rating=5; time=2025-11-25T02:39:50.871839988Z; relative=5 months ago; text=Great place. Great experience. I really enjoyed my visit. it’s one of those places where history, architecture, and peaceful atmosphere come together perfectly. Built during the early Spanish period, the fort is the oldest triangular bastion fort in the Philippines, and you can truly feel the heritage in every stone wall and corridor.","4,4,4,4,5",,,,,,,,,,,,,tourist attractions in Cebu City
Google Places,poi,Temple of Leah,tourist_attraction,"tourist_attraction, point_of_interest, establishment",4.2,10311,,,10.3688615,123.87325349999998,"9V9F+G8R, Cebu Transcentral Hwy, Cebu City, 6000 Cebu, Philippines","Built in 2012, this elaborate Roman-style temple is dedicated to Leah Villa Albino-Adarna.",https://maps.google.com/?cid=16874630803308957682&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,https://www.facebook.com/TempleOfLeah/?ref=page_internal,ChIJPwVVvlqfqTMR8k8YW0-7Luo,"author=Jecel Calonia; rating=5; time=2026-02-10T00:30:38.418895256Z; relative=2 months ago; text=Temple of Leah is a beautiful place to visit. It really feels like you’re somewhere in Europe. The temple was built by the Adarna family in honor of their late grandmother, Leah V. Albino-Adarna, which makes the place even more meaningful.

I especially loved the golden temple and the stunning, shimmering chandelier. It’s a great experience and one of the must-see attractions in Cebu. I do hope the entrance fee can be kept below ₱100 so more people, especially those on a budget, can enjoy the views and experience the place, as entrance fees have been increasing.

Regarding the location, you’ll need to ride a motorcycle or a car to get there. Overall, it’s a wonderful place and worth visiting. || author=Unicorn; rating=5; time=2026-01-23T10:35:51.692032031Z; relative=3 months ago; text=Temple of Leah is one of Cebu’s most instagrammable and meaningful landmarks! A grand, Greco-Roman style monument perched high on the hills overlooking the city. It was built as a symbol of undying love by businessman Teodorico Soriano Adarna in honor of his late wife, Leah Albino-Adarna, and many visitors compare its story to that of the Taj Mahal: a husband’s heartfelt tribute that became a beloved tourist attraction. Visiting Temple of Leah feels like stepping into a romantic and artistic space. The towering columns, majestic statues, and panoramic views of Cebu provide stunning photo opportunities from almost every angle, truly a dream backdrop for pictures and memories. The well-crafted architecture and detailed features make it clear that a lot of passion and effort went into creating this place.

There are small food stalls and refreshment options around the entrance and nearby, perfect for grabbing a quick snack or drink after walking around the expansive terraces. Outside the temple area, you’ll also find nearby vendors and dining spots that cater to visitors, so you never have to go hungry while enjoying the views. The atmosphere is generally peaceful and relaxed, especially if you go early in the morning or later in the afternoon when the heat is milder and the golden hour makes the scenery even more magical. Even if you’re not into photography, it’s easy to appreciate the sweeping views and the romantic origin story that the temple embodies.

Now here’s the fun personal touch: I actually saw a really cute guy there, and knowing some hope he’s also reading this, I hope it’s from the love that Temple of Leah was built on :) CHARaAWT 😂 Overall, Temple of Leah is a beautiful, romantic, and visually striking destination that’s worth a visit if you’re exploring Cebu! Whether you’re there for the views, the history, or the stories that places like this inspire. ✨ || author=Roland Palaypay; rating=4; time=2026-02-17T03:37:13.538983490Z; relative=2 months ago; text=Temple of Leah is an impressive and unique site with beautiful architecture and great views. It’s definitely worth seeing, especially if you’re interested in something a bit different while in Cebu.

Transportation is something to plan for. This spot is best visited with a tour group if taxis aren’t your thing, as Grab generally won’t take you there due to city limits. We were fortunate to negotiate timing with the driver who brought us up, which allowed us enough time to walk around and take in a quick tour of the temple.

Overall, a worthwhile stop with a bit of planning required — the experience is much smoother if transportation is arranged in advance. || author=Henry Leung; rating=4; time=2026-01-11T18:54:47.517289621Z; relative=3 months ago; text=Great little slice of Greece in the Philippines. Definitely worth a visit if you're in Cebu as it is not too far away. There are some great photo opportunities here out in the front with the architecture.

The temple was built by Teodorico Adarna as a monument of his love to his late wife. Inside you will find a collection of art pieces and belongings that she collected over the years. Very cute story!

On the outside you can enjoy a stunning view and a quick coffee break at the glass house. || author=Sir Chad; rating=5; time=2026-01-08T02:00:27.332298178Z; relative=3 months ago; text=Temple of Leah is an absolutely stunning and majestic landmark in Cebu. The Greco-Roman architecture is breathtaking, with intricate details that make the place feel grand and timeless. Every corner is perfect for photos, and the panoramic view of Cebu City from the top is truly amazing.

Beyond its beauty, the story behind the temple adds a touching and meaningful layer to the experience. The place is well-maintained and gives a unique, almost museum-like atmosphere.

Overall, Temple of Leah is a must-visit destination in Cebu and definitely deserves a 5-star rating for its architecture, views, and overall experience.","5,5,4,4,5",,,,,,,,,,,,,tourist attractions in Cebu City
Google Places,poi,TOPS Cebu,observation_deck,"observation_deck, tourist_attraction, point_of_interest, establishment",4.5,5372,,,10.3706141,123.8708714,"Cebu Tops Rd, Cebu City, 6000 Cebu, Philippines",Popular observation spot with casual dining options & sweeping views of the city.,https://maps.google.com/?cid=3717501664575586721&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,https://www.topscebu.ph/,ChIJAeJQylufqTMRoYHzWBE4lzM,"author=James honest reviews. Follow me on YouTube; rating=5; time=2026-02-26T22:07:22.144481302Z; relative=2 months ago; text=The views are amazing!! They have food and drinks restaurants here.. if you want to fetch to the top on an elevator its an extra 50 peso,but well worth it! The ride there from town is pretty long and uphill, but once your here you can visit many good views. || author=Carlotta Audain; rating=5; time=2026-01-31T01:08:31.046111306Z; relative=2 months ago; text=TOPS is a must see destination when visiting Cebu. It offers spectacular panoramic views of the city. We were fortunate to visit late afternoon while still daylight and stayed into evening to experience the beautiful display of lights not only on the roof top but also in the city below. Don't miss out on this amazing experience. || author=Roland Palaypay; rating=4; time=2026-02-17T03:41:04.168598290Z; relative=2 months ago; text=TOPS Cebu offers great panoramic views of the city and is especially enjoyable in the evening, when the city lights come on. Locals we spoke with highly recommended visiting at night, and they were right — the views are impressive and give a completely different feel compared to daytime.

As with other uphill attractions, transportation is something to plan ahead. It’s best visited with a tour group or a pre-arranged driver if taxis aren’t your preference, as Grab is generally limited to the city proper. We coordinated our timing with the driver who took us up, which allowed us to enjoy the viewpoint, walk around, and take photos without feeling rushed.

Overall, a worthwhile stop with great views, especially at night, as long as transportation is arranged in advance. || author=Genevieve Amador; rating=3; time=2025-12-28T17:52:32.939881008Z; relative=4 months ago; text=t’s been years since I last visited Tops, so it was really nice to come back and see how much the place has changed. I was happy to see how much more tourist-friendly it has become, with several food shops, proper viewing decks, and a spacious walking area that makes it easy to stroll around and take everything in without feeling crowded. The improvements definitely make the experience more comfortable and enjoyable compared to how I remember it before.

The viewing decks are well laid out and offer plenty of spots to stop, relax, and appreciate the scenery. While I did find it a bit ridiculous that you still have to pay extra to access some of the other viewing decks, I suppose that’s just part of the experience now. Even so, it didn’t take too much away from the visit, and there were still more than enough great spots to enjoy the views.

What really made the trip worthwhile, though, were the views themselves. They were absolutely worth the visit and did not disappoint one bit. Standing there, taking in the scenery, reminded me why Tops is such a popular destination in the first place.

Overall, I’m really glad I decided to visit again. Seeing how the place has evolved while still delivering the same breathtaking views made the trip feel both nostalgic and refreshing, and it’s definitely a spot I’d recommend revisiting, whether you’re a first-timer or someone returning after a long time away. || author=Dj Rodz John; rating=5; time=2026-01-17T01:31:14.421141144Z; relative=3 months ago; text=I came here at 1pm and immediately realized it's best to come here at night, good thing they allow same day revisit as long as you have the stamps. The views are stunning, you can definitely view 360° of Cebu, with the citylights as the main attraction at night.

It's gradually improving and becoming like a mall where you can find snack house, coffee shops, restaurants and they even have activities for children.

Most people come here at 5-6pm (it's very crowded at this time of they day) to catch the both the sunset and citylights at night.","5,5,4,3,5",,,,,,,,,,,,,tourist attractions in Cebu City
Google Places,poi,Casa Gorordo Museum,museum,"museum, tourist_attraction, historical_landmark, historical_place, point_of_interest, establishment",4.6,1213,,,10.299913,123.9048616,"35 Eduardo Aboitiz St, Cebu City, 6000 Cebu, Philippines","Built in the 1850s, this former residence of Juan Gorordo offers guided tours, a cafe & a gift shop.",https://maps.google.com/?cid=17720205561980800621&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,https://casagorordomuseum.org/,ChIJdZVg9F6ZqTMRbU7ErBLR6vU,"author=hao sheng; rating=5; time=2026-02-23T08:34:25.986904833Z; relative=2 months ago; text=A truly splendid attraction.
It is the place I spent the longest time visiting during my stay in Cebu.
It tells the story of Cebu’s history with remarkable depth, and is wonderfully educational.

The museum operates a timed entry system, so one may have to wait a short while before entering.
This does, however, keep the crowds at bay, making for a most pleasant experience.

I would wholeheartedly recommend it to anyone travelling to Cebu.
A truly excellent site.

It is completely free of charge. || author=Dr Dhelz Salburo; rating=5; time=2025-10-12T14:46:49.923865805Z; relative=6 months ago; text=If you're visiting Cebu and want to immerse yourself in the island's rich cultural history, Casa Gorordo Museum is an absolute must-see. Nestled in the heart of Cebu City, this beautifully preserved ancestral house offers a rare glimpse into the lifestyle of Filipino elites during the Spanish colonial era.

Once the home of Juan Gorordo, the first Filipino bishop of Cebu, the museum is much more than a well-maintained heritage house—it's a living testament to Cebuano identity and resilience. The architecture blends Spanish, native, and Chinese influences, showcasing how local culture adapted and thrived over centuries.

Each room is thoughtfully curated, with authentic period furnishings, antique religious artifacts, and educational exhibits that breathe life into the past. The guided tour (highly recommended) is rich with insights and stories, turning what could be just a walk-through into a meaningful journey.

The museum also does an excellent job of contextualizing history, exploring topics like colonialism, faith, family life, and even environmental sustainability through the ages. The lush courtyard and serene surroundings provide the perfect atmosphere for reflection and appreciation.

Casa Gorordo is not just a museum—it’s a portal to the soul of old Cebu. Whether you're a history buff, cultural explorer, or just someone looking to better understand the roots of this vibrant city, Casa Gorordo will leave you enriched and inspired. || author=Kristian Yves Lovendino; rating=5; time=2026-01-27T16:43:00.919721920Z; relative=3 months ago; text=Great spot to visit for history lovers. This is a bougie museum compared to Yap-San Diego Ancestral House coz it’s air conditioned with a cafe adjacent to the house. Great hispañola vibe! || author=Max Islewalker; rating=5; time=2026-01-08T10:32:42.124842081Z; relative=3 months ago; text=A well‑preserved slice of Cebu’s past. The 100 PHP entry is great value for what you get—nicely curated displays, plenty of antiques, and a cool, air‑conditioned interior that makes the visit comfortable even on a hot day.

There’s a small souvenir shop on-site and a Bo’s Coffee right outside, which makes it easy to relax after your tour. Overall, a charming and informative stop that I’d definitely recommend. || author=martin chamussy; rating=4; time=2026-01-22T15:34:22.591594767Z; relative=3 months ago; text=Beautifully restored 19th century wooden house, with delicate wooden furnitures from the same period. The ground floor also has a nice collection of old farming tools and religious artifacts.","5,5,5,5,4",,,,,,,,,,,,,tourist attractions in Cebu City
Google Places,poi,Magellan's Cross,historical_landmark,"historical_landmark, tourist_attraction, historical_place, monument, point_of_interest, establishment",4.4,12005,,,10.2935626,123.9019549,"7WV2+CQG, P. Burgos St, Cebu City, 6000 Cebu, Philippines","Cross brought by Spanish explorers in 1521, marking the start of Christianity in the Philippines.",https://maps.google.com/?cid=2620745587914958587&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,https://santoninodecebubasilica.org/basilica-minore-del-santo-nino/magellans-cross/,ChIJQVwA2-ObqTMR--ZXFjrCXiQ,"author=enjxmes; rating=5; time=2026-02-02T01:21:20.961796823Z; relative=2 months ago; text=This is my third time here, but this is the time I really got to appreciate it. That’s because there was no hassle since I wore appropriate clothes. They don’t allow wearing just shorts, which was my mistake the first time. The second time was unexpected, so I ended up wearing shorts again because I didn’t know we were going to Sto. Niño Church but thank God there were pants for rent available outside.
Anyway, there were a lot of people, but the view was still nice, and we got to pray here. That’s all. || author=dmitry.ʎɹʇᴉɯp; rating=5; time=2025-11-25T02:44:21.269521173Z; relative=5 months ago; text=That’s was one of the reason I stopped by in Cebu. The small chapel protects the wooden cross planted by Portuguese and Spanish explorers in 1521, marking the arrival of Christianity in the Philippines. Whether you’re a history lover or just exploring Cebu City, this spot is a must-see. Great experience. || author=Sir Chad; rating=4; time=2026-01-08T01:54:22.031465195Z; relative=3 months ago; text=Magellan’s Cross is one of Cebu’s most iconic and historically significant landmarks. It’s fascinating to see a site that marks the beginning of Christianity in the Philippines, and the painted ceiling inside the kiosk adds to its cultural charm.

The area is easy to access and located near other heritage sites, making it a convenient stop for tourists. However, it can get quite crowded, and the surroundings outside the site could be better maintained to enhance the overall experience.

Overall, Magellan’s Cross is a must-visit for anyone interested in Philippine history and Cebu’s rich cultural heritage. || author=maps nerd; rating=5; time=2025-11-13T14:18:29.876693163Z; relative=5 months ago; text=Visiting Magellan’s Cross for the first time felt really special — like finally seeing a piece of history I’d only read about in textbooks come to life. Standing there beneath the iconic wooden cross inside the small chapel, I couldn’t help but feel a mix of awe and nostalgia. My childhood self, who used to memorize stories about Magellan and the first Christian baptism in the Philippines, was honestly so happy.

The site may be small, but it carries such huge historical weight. The ceiling mural depicting the baptism of Rajah Humabon and Queen Juana adds to the experience — it’s simple yet powerful. I also love how the area is well maintained, with locals selling candles and sharing bits of history with visitors.

It’s a short stop, but a meaningful one. Being there made me appreciate how much of our country’s story started right here in Cebu. Definitely worth visiting — not just for the history, but for that sense of connection to our roots. || author=Dr Dhelz Salburo; rating=5; time=2025-10-03T16:45:48.092871604Z; relative=6 months ago; text=""Magellan’s Cross – Cebu’s Historical Treasure""

Magellan’s Cross in Cebu is truly a remarkable landmark that holds both historical and cultural significance. Located right in the heart of the city, this iconic site marks the very place where Portuguese explorer Ferdinand Magellan planted the cross upon his arrival in 1521, symbolizing the introduction of Christianity to the Philippines.

What makes the experience even more fascinating is that the original cross, centuries old, is still preserved today—safeguarded within a tindalo wood casing to protect it from damage. The small but beautifully painted chapel that houses the cross adds to its solemn and sacred atmosphere.

Visiting Magellan’s Cross is like stepping back in time, allowing you to appreciate Cebu’s rich history and its pivotal role in shaping the nation’s faith and culture. It’s not just a tourist attraction but a meaningful reminder of the Philippines’ deep spiritual roots. Truly, a must-see when in Cebu!","5,5,4,5,5",,,,,,,,,,,,,tourist attractions in Cebu City
Google Places,poi,Yap-San Diego Ancestral House,historical_landmark,"historical_landmark, tourist_attraction, historical_place, museum, point_of_interest, establishment",4.4,1952,,,10.299271599999999,123.9039535,"155 Mabini St, Cebu City, 6000 Cebu, Philippines","Historic residence constructed in the 17th century featuring hand-carved furniture, art & a garden.",https://maps.google.com/?cid=900672813148680701&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,,ChIJmRDV5l6ZqTMR_TGUzibVfww,"author=Scott Lum; rating=5; time=2026-02-06T04:35:43.876022417Z; relative=2 months ago; text=A most incredible snapshot into Chinese-Filipino history - built around 1675, it’s the oldest residential home in the Philippines and one of the oldest Chinese homes outside China. Maintained by 11 generations. The artifacts inside are marginally interesting but walking through the various rooms tell an incredible story trying to imagine how the family lived over the years. Just walking over the uneven but sturdy wooden floors conjures visions of centuries of one Chinese family growing up in the Philippines and experiencing its rich history. || author=Kristian Yves Lovendino; rating=5; time=2026-01-27T16:40:17.200210158Z; relative=3 months ago; text=If you love history and antiquities, this place is a must-visit! The tour guide is very helpful and friendly with good sense of humor! Compared to Casa Gorordo, you are allowed to touch the items provided that you will not damage them. || author=Kath; rating=5; time=2026-01-28T14:17:13.450707902Z; relative=2 months ago; text=The old furniture and architecture make it feel like stepping back in time. It’s a nice spot for anyone who loves history or just wants to see a well-preserved heritage home. || author=Town Traveller; rating=5; time=2026-01-05T18:06:39.803366156Z; relative=3 months ago; text=Oldest house in Cebu. It is still privately owned but its nice for the owners to let people in and enjoy the history and furnishes the family has collected through the years in the house. There are some cool things to see and there is music and dancing at the back. || author=Chelle T; rating=5; time=2026-02-10T02:21:30.797571794Z; relative=2 months ago; text=It was nice to see an old style house. The grounds well kept. The height of doors and stairs. Heavy wood furniture and floor
floor. Nostalgic.","5,5,5,5,5",,,,,,,,,,,,,tourist attractions in Cebu City
Google Places,poi,Sirao Garden,tourist_attraction,"tourist_attraction, point_of_interest, establishment",4.4,3534,,,10.406157799999999,123.86584160000001,"Cebu City, 6000 Cebu, Philippines",,https://maps.google.com/?cid=6526454421455249265&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,https://www.facebook.com/siraogarden/,ChIJH7-Frg-hqTMRcR-eubefklo,"author=Concha, Joe; rating=3; time=2026-02-27T06:26:44.637993911Z; relative=a month ago; text=The place has plenty of flowers and a beautiful mountain view, which makes it nice for photos. We arrived around 12:30 PM and it was very hot, so I would recommend visiting in the morning, especially if you’re with elderly companions.
It’s okay to visit at least once, but for us, it’s not something we would go back to.

The entrance fee is ₱100, and there’s an additional fee to use the restroom. I hope the restroom access can already be included in the entrance fee for better convenience. There’s food stalls outside such as fruit shake, grilled chorizo and grilled corn. || author=dmitry.ʎɹʇᴉɯp; rating=5; time=2025-11-25T03:14:35.255077637Z; relative=5 months ago; text=Sirao Pictorial Garden and Camping Site is one of the most colorful and refreshing places to visit in Cebu - a perfect escape from the city. The views from the mountain, the cool breeze, and all the creative photo spots make it an amazing destination for anyone who loves nature and beautiful scenery.
The gardens are full of bright flowers, especially the famous celosia blooms, giving the whole place a “Little Amsterdam” vibe. I loved how the area is designed with many unique photo setups — swings, viewing decks, heart frames, nests, and hilltop platforms overlooking the mountains. Everywhere you look is super photogenic.
The atmosphere is peaceful, and the elevated location offers fantastic views of the highlands. Whether you come just for pictures or to relax and enjoy the fresh air, it’s a great place to unwind. If you plan to stay longer, the camping and glamping spots add a nice adventure vibe.
It can get busy during weekends, but even then, it’s a fun and lively place with great energy. Nature lovers, couples, and anyone who likes scenic photography will definitely enjoy it. || author=Mae Ramos; rating=4; time=2026-02-15T10:00:20.093261507Z; relative=2 months ago; text=i recommend going there early in the morning. we arrived there around 8am and there were few visitors inside. quiet enough for you to enjoy the views. it has an entrance fee so pay up first before entering.
outside the garden are some stalls for drinks and snacks if you ever get hungry or thirsty. || author=Chelle T; rating=5; time=2026-02-09T22:49:52.507730635Z; relative=2 months ago; text=Pretty flowers, cutesy hardscape. I admire the work done on the flora and fauna collection. The steps are a bit varied but if you go early, there's room for a promenade and picture taking. || author=Glenn Reyes; rating=5; time=2026-02-18T15:01:39.849480158Z; relative=2 months ago; text=Sirao Garden is a beautiful spot in Cebu, perfect for a relaxing day trip. The vibrant flowers and well-kept grounds make it very photogenic, with plenty of areas to enjoy the view and take pictures. The place is clean, organized, and easy to explore, giving a peaceful atmosphere away from the city. A must-visit if you’re looking for a colorful and refreshing experience in Cebu!","3,5,4,5,5",,,,,,,,,,,,,tourist attractions in Cebu City
Google Places,poi,Sky Experience Adventure,tourist_attraction,"tourist_attraction, amusement_center, point_of_interest, establishment",4.2,905,,,10.3078635,123.8941119,"Osmeña Blvd, Cebu City, 6000 Cebu, Philippines","Amusement complex atop Crown Regency Hotel, with rides, dining, a disco & high-altitude activities.",https://maps.google.com/?cid=12491536604893472814&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,https://www.skyexperienceadventureph.com/,ChIJz_XF1U-ZqTMRLuh28VvaWq0,"author=Doc B Lapa (skysenshi); rating=5; time=2026-01-01T22:05:22.057598265Z; relative=3 months ago; text=A ""must try"" experience when you go to Cebu. It's actually my second. The first time I went here was in the early 2010s, and that was night time. I was more afraid this time around because I really could see everything down below. My husband enjoyed it so much, though. We didn't buy tickets in advance. There was no queue anyway, and hardly any waiting time because we were still changing while the group before us were finishing their turn. || author=davepick989; rating=5; time=2025-10-16T03:54:35.799822123Z; relative=6 months ago; text=Great experience with fantastic views. The guys were entertaining and funny, using jokes and having a great conversation which i can imagine would be a great tool for people who are afraid of this kind of thing. Thoroughly enjoyed it and I would recommend it to all people. You get great views of the city, mountains and La Fuenta Circle. Such a good attitude from the staff and a great price for a little bit of a thrill. || author=ScrappyDiva Maryanne; rating=5; time=2026-02-26T10:15:24.954835691Z; relative=2 months ago; text=Fun unique experience and photographer is awesome! || author=Kenneth Labe; rating=3; time=2024-12-30T15:56:29.415913Z; relative=a year ago; text=Pool is NOT maintained. There's literally mucus everywhere. Rooms are great tho. Better stay away from the pool. || author=Trevor White; rating=4; time=2019-07-05T10:18:58.684318Z; relative=6 years ago; text=Excellent view of Cebu. Worth the money. Completed the zip line and the coaster. Could do with a bit of a clean and tidy. Bit grubby. Windows need a good clean. Maintenance required for the binoculars.","5,5,5,3,4",,,,,,,,,,,,,tourist attractions in Cebu City
Google Places,poi,Museo Sugbo,museum,"museum, tourist_attraction, point_of_interest, establishment",4.3,947,,,10.303791,123.90643109999998,"731 M. J. Cuenco Ave, Cebu City, 6000 Cebu, Philippines",Museum within a former jail featuring several galleries focused on regional history & culture.,https://maps.google.com/?cid=8327009018679905122&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,https://www.facebook.com/museosugbo/,ChIJkRLIDF2ZqTMRYsvjh5V6j3M,"author=Ezekiel Wilson; rating=5; time=2026-03-03T02:26:43.189014068Z; relative=a month ago; text=Museo Sugbo is a meaningful and historically rich place to visit in Cebu. Housed in what used to be a provincial jail, the museum has a unique character that immediately gives you a sense of stepping back in time. The exhibits are well-organized and cover Cebu’s history from the Spanish period to World War II and beyond. You’ll find old documents, photographs, religious artifacts, and memorabilia that help you understand how the province developed through the years. While the building itself shows its age in some areas, that actually adds to its authenticity and charm. Overall, it’s a positive and educational experience, especially for visitors who genuinely appreciate history and local heritage. || author=CK; rating=5; time=2026-02-20T14:20:53.396445123Z; relative=2 months ago; text=If you want a concise history of Cebu, yet there is not much description about the historical context. The site was repurposed from a jail. || author=Kath; rating=5; time=2025-12-14T14:28:22.639819420Z; relative=4 months ago; text=If you love art and enjoy exploring museums, the National Museum in Cebu is worth adding to your bucket list. || author=Daniel; rating=3; time=2023-02-25T13:50:45.556170Z; relative=3 years ago; text=Almost all section in the building at the inner compound (back) was closed due to renovation. The museum itself is small (expect not more than 1 hour) and old (building wise, and how the exhibits are presented). One good thing about the museum is that it’s presenting a detailed information about Cebu and mostly in chronological order.

However, this museum spend too much effort in explaining Magellan, what he did until how he died (there’s a room just for himself). Wish that it explains more about the people of Cebu, what makes them unique etc. || author=Kenneth P Barrowman; rating=3; time=2026-01-13T12:16:00.690007749Z; relative=3 months ago; text=Some of the newer displays are informative and well laid out but lack artifacts.  The pre colonial rooms also good.  The 20thc probably needs makover.  Note museum only no art, cafe, shop or parking.  Interesting building.","5,5,5,3,3",,,,,,,,,,,,,tourist attractions in Cebu City
Google Places,poi,Beverly Hills Lahug Cebu City,tourist_attraction,"tourist_attraction, point_of_interest, establishment",4.5,104,,,10.3331125,123.8896094,"8VMQ+6RX, Unnamed Road, Cebu City, 6000 Cebu, Philippines",,https://maps.google.com/?cid=1375375888471160036&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,,ChIJdWAY9omZqTMR5PT1YBVRFhM,"author=Kyle_58; rating=4; time=2025-10-05T08:07:35.945475181Z; relative=6 months ago; text=This exclusive neighborhood was created for the rich and Chinese people settling in Cebu, creating grand homes with a Taoist Temple to practice their culture.

Besides the Taoist Temple here the roads look very nice, and the houses are home to some of the wealthy here. But there's not much maintenance here, but the area is something out of another country. || author=John Lin; rating=5; time=2025-01-14T14:13:13.611208Z; relative=a year ago; text=This is a very special place where you can see your own culture while abroad. The view from the top is beautiful and definitely worth a visit. || author=Beatriz Capati; rating=5; time=2024-04-05T06:38:57.506583Z; relative=2 years ago; text=our tour guide took us here, very exclusive neighborhood that  limit parking  .. if you can't climb , warning  they don't have a elevator .. I didn't see a ramp  for the wheelchair || author=Giampiero Scafoglio; rating=5; time=2026-01-23T14:40:27.065554233Z; relative=3 months ago; text=beautiful ,peaceful place a little out of reach for grab drivers,dont ask questions about the highly symbolic items in the souvenir shop,the two ladies are too busy chatting on dating sites and exchanging answers || author=michael gan; rating=4; time=2024-04-05T07:28:07.725248Z; relative=2 years ago; text=Kind of large Taoist temple no incense smoke that’s different as in china. It’s interesting for a Christian country.","4,5,5,5,4",,,,,,,,,,,,,tourist attractions in Cebu City
